sgRNA	Gene	PO1f_1	PO1f_2	PO1f_3	PO1f_Cas9_ku70_1	PO1f_Cas9_ku70_2	PO1f_Cas9_ku70_3
18243	YALI1_E39983g	78	250	320	0	21	0
32109	YALI1_A08197g	42	208	433	0	0	0
10756	YALI1_C20078g	370	447	430	1	0	0
19373	YALI1_F27701g	157	296	362	794	1008	693
21046	YALI1_E13011g	37	22	12	111	368	175
15491	YALI1_D06094g	116	405	374	1	0	19
44833	YALI1_E12703g	228	219	1013	3	0	3
42653	YALI1_F14443g	335	520	408	0	20	0
11424	YALI1_D05450g	43	90	137	0	0	0
39709	YALI1_D16354g	148	133	505	30	66	86
10392	YALI1_C10463g	161	321	331	31	10	7
24418	YALI1_A12638g	198	86	157	0	48	16
41503	YALI1_E26971g	371	352	669	25	88	19
32960	YALI1_B07134g	136	202	259	23	224	72
36793	YALI1_B01711g	165	351	312	1	0	1
1909	YALI1_B23351g	69	218	38	0	0	0
18725	YALI1_F11481g	77	72	126	0	0	0
30159	YALI1_E40394g	28	25	50	0	0	0
32812	YALI1_B03290g	380	223	346	0	0	1
20670	YALI1_E02959g	87	150	348	0	0	0
31057	YALI1_F21875g	138	395	593	30	0	1
1929	YALI1_B23794g	105	372	532	95	175	145
2530	YALI1_C10203g	71	84	222	47	209	225
5893	YALI1_E28903g	213	277	314	160	173	224
33988	YALI1_C04690g	79	188	26	0	0	0
6408	YALI1_E41893g	139	396	289	527	814	472
3344	YALI1_C33193g	73	32	45	24	74	50
4689	YALI1_D35190g	292	228	183	0	0	0
8183	YALI1_A05355g	266	385	749	5	0	31
42590	YALI1_F12983g	104	319	70	0	0	0
11134	YALI1_C31453g	159	364	536	2	0	1
34898	YALI1_C30474g	8	11	0	0	0	0
31279	YALI1_F27791g	236	191	213	0	0	0
5692	YALI1_E24318g	213	314	607	1	67	18
7041	YALI1_F16366g	252	433	493	0	78	69
39898	YALI1_D21501g	106	165	249	0	0	0
24563	YALI1_A16136g	54	194	88	2	0	3
38612	YALI1_C20255g	215	222	220	42	75	90
30244	YALI1_F01172g	291	270	321	141	498	305
20416	YALI1_D32550g	280	127	499	0	0	0
8614	YALI1_A16121g	123	137	302	0	0	0
21317	YALI1_E19669g	127	308	350	1	0	0
15785	YALI1_D13238g	181	143	469	0	0	8
41933	YALI1_E37234g	42	73	312	0	0	0
41492	YALI1_E26677g	56	68	267	112	587	349
8743	YALI1_A19419g	89	236	557	0	0	3
23529	YALI1_F33403g	216	214	432	2	3	8
42522	YALI1_F11337g	212	170	107	1	0	1
5382	YALI1_E16968g	88	88	83	0	0	0
