sgRNA	Gene	PO1f_1	PO1f_2	PO1f_3	PO1f_Cas9_ku70_1	PO1f_Cas9_ku70_2	PO1f_Cas9_ku70_3
10407	YALI1_C11077g	1098	9	44	0	14	4
18740	YALI1_F11871g	277	379	438	2	0	1
47285	YALI1_F32363g	226	216	525	1	0	0
9203	YALI1_B08263g	220	480	1953	1	20	38
42530	YALI1_F11583g	67	143	85	22	22	17
25994	YALI1_C00694g	470	431	956	194	276	269
30695	YALI1_F13072g	337	377	1183	61	136	120
26778	YALI1_C22876g	589	969	1810	0	2	0
23470	YALI1_F32064g	953	1091	2645	210	376	267
45451	YALI1_E27367g	488	459	584	531	1439	983
24714	YALI1_A19974g	296	283	269	418	1095	714
7289	YALI1_F22957g	659	789	1200	0	0	2
2916	YALI1_C20396g	128	123	165	0	0	0
38371	YALI1_C14433g	96	149	268	0	0	0
9399	YALI1_B13888g	392	295	970	0	94	15
30450	YALI1_F07093g	133	77	277	1	0	0
10533	YALI1_C14774g	249	309	540	1	0	6
5523	YALI1_E20361g	302	154	323	230	302	217
11579	YALI1_D09453g	92	345	347	0	0	0
4801	YALI1_E02046g	1271	357	309	4	47	46
36720	YALI1_A22393g	230	237	310	265	1381	763
1492	YALI1_B12204g	419	410	538	2	0	4
10608	YALI1_C16526g	197	277	251	1	0	0
19113	YALI1_F20788g	201	442	778	378	370	389
13236	YALI1_B07915g	318	437	933	0	0	0
24442	YALI1_A13334g	259	79	295	0	0	0
44693	YALI1_E08575g	290	93	133	83	233	44
7122	YALI1_F18122g	98	50	204	144	186	120
4966	YALI1_E05994g	75	178	266	0	0	0
47600	YALI1_F39818g	235	256	627	98	273	315
28793	YALI1_E06583g	277	327	437	50	225	151
41216	YALI1_E20125g	516	693	699	0	0	0
3211	YALI1_C29810g	676	954	996	0	73	117
36654	YALI1_A20937g	341	102	130	0	0	1
39748	YALI1_D17355g	193	261	639	52	46	60
18737	YALI1_F11827g	593	430	1102	2	23	0
42543	YALI1_F11878g	444	740	767	0	0	0
27927	YALI1_D19515g	501	248	987	0	1	1
42799	YALI1_F17522g	492	1009	1064	0	1	0
22327	YALI1_F02942g	633	816	1420	3	31	42
22329	YALI1_F02993g	692	479	941	0	0	0
23936	YALI1_A00406g	593	451	736	0	0	0
42714	YALI1_F15829g	273	201	274	1	0	1
41478	YALI1_E26229g	473	615	818	27	164	72
38501	YALI1_C17609g	236	162	120	9	12	10
39315	YALI1_D06744g	195	387	338	0	0	0
30832	YALI1_F16177g	186	221	427	24	0	1
29868	YALI1_E33337g	248	160	101	0	2	0
23814	Nontargeting	234	573	454	684	1853	1223
34478	YALI1_C18209g	206	520	369	5	0	1
16094	YALI1_D21458g	170	174	83	3	6	8
3793	YALI1_D11159g	79	86	99	136	329	338
40164	YALI1_D28537g	341	632	567	0	0	0
40104	YALI1_D26844g	184	244	596	0	0	0
22896	YALI1_F16856g	78	279	12	36	24	8
18004	YALI1_E34290g	161	262	286	1	0	1
14016	YALI1_B29191g	203	211	489	0	2	4
23301	YALI1_F27716g	444	148	340	0	1	2
44353	YALI1_D36122g	614	311	821	11	27	26
32009	YALI1_A05927g	374	295	500	0	0	0
8428	YALI1_A11506g	278	269	498	40	183	39
29336	YALI1_E20635g	92	19	16	18	53	50
997	YALI1_A21919g	125	174	212	0	0	2
18408	YALI1_F03153g	58	66	0	0	0	0
22317	YALI1_F02655g	269	200	245	0	0	0
30824	YALI1_F16005g	145	180	105	0	0	1
35388	YALI1_D09667g	123	111	5	30	34	72
9321	YALI1_B11593g	80	196	408	0	0	0
20810	YALI1_E06331g	233	117	135	21	67	90
39320	YALI1_D06859g	359	407	645	1	1	0
35669	YALI1_D16609g	52	160	231	0	0	0
39848	YALI1_D20359g	644	769	579	0	21	65
17958	YALI1_E33112g	217	109	373	0	0	1
18126	YALI1_E37095g	342	221	839	1	0	0
24511	YALI1_A14999g	210	558	457	55	61	76
15893	YALI1_D16029g	481	561	692	0	0	2
23626	YALI1_F35656g	124	239	585	0	0	2
1742	YALI1_B19044g	134	112	246	1	0	1
27415	YALI1_D06756g	210	384	625	1	0	0
22657	YALI1_F11635g	30	102	34	0	0	0
46276	YALI1_F07042g	604	536	1145	233	441	180
6710	YALI1_F08705g	493	379	894	3	0	1
40681	YALI1_E06212g	247	483	561	8	37	10
42006	YALI1_E38912g	166	250	347	0	0	1
43530	YALI1_F36332g	242	448	617	1	0	5
6450	YALI1_F01405g	336	414	870	6	76	68
39632	YALI1_D14424g	519	517	235	34	76	55
42773	YALI1_F16984g	290	556	645	0	131	44
27545	YALI1_D09956g	259	261	537	0	0	1
35189	YALI1_D04512g	306	483	384	0	0	10
10820	YALI1_C22311g	294	517	598	38	93	45
15834	YALI1_D14477g	246	189	775	54	127	49
20423	YALI1_D32812g	395	465	936	0	1	1
14847	YALI1_C21544g	325	287	321	0	1	1
35219	YALI1_D05320g	599	627	1000	2	0	1
32240	YALI1_A11745g	85	299	340	0	1	0
35667	YALI1_D16531g	276	263	620	0	1	0
6489	YALI1_F02655g	95	194	191	83	138	58
23641	YALI1_F35983g	227	380	346	1	0	0
31275	YALI1_F27716g	223	191	63	0	0	0
16268	YALI1_D26036g	138	252	395	0	7	5
47344	YALI1_F33681g	334	529	747	0	2	0
36057	YALI1_A05947g	29	230	295	7	18	69
37837	YALI1_B29662g	88	225	542	0	0	2
10434	YALI1_C11925g	90	179	610	0	1	0
7460	YALI1_F27343g	449	751	634	1	31	43
37519	YALI1_B20919g	178	204	306	150	226	244
33253	YALI1_B15180g	22	43	56	0	0	0
32553	YALI1_A19563g	436	749	806	3	0	0
13825	YALI1_B23677g	289	501	560	0	0	0
14953	YALI1_C24942g	120	137	411	9	10	6
38123	YALI1_C07063g	470	122	320	0	0	0
20187	YALI1_D25851g	190	7	210	0	0	0
4341	YALI1_D25330g	559	184	255	0	0	0
271	YALI1_A03857g	169	343	357	1	0	0
7815	YALI1_F36059g	643	216	559	79	145	134
35836	YALI1_A00375g	411	429	494	0	1	0
30940	YALI1_F18766g	217	203	380	15	77	0
10418	YALI1_C11501g	517	473	1033	2	0	0
36375	YALI1_A14131g	215	599	771	235	338	241
46533	YALI1_F13211g	173	122	159	49	296	167
10775	YALI1_C20488g	319	507	855	303	865	491
26579	YALI1_C17187g	30	36	333	0	35	0
25871	YALI1_B27777g	212	120	588	1	0	0
46722	YALI1_F17473g	217	124	492	0	0	1
15602	YALI1_D09000g	153	145	630	61	409	127
8241	YALI1_A06625g	105	137	346	5	9	87
7620	YALI1_F31587g	304	396	812	8	105	50
9937	YALI1_B28150g	440	513	930	13	59	45
41911	YALI1_E36773g	186	280	353	485	1268	747
4337	YALI1_D25250g	392	441	628	0	6	0
4465	YALI1_D28726g	233	79	208	3	93	26
15555	YALI1_D07888g	88	339	387	4	0	0
27551	YALI1_D10067g	65	42	242	0	1	0
13465	YALI1_B14355g	411	557	358	2	0	8
10695	YALI1_C18672g	453	576	827	1	2	0
12490	YALI1_A11876g	344	302	597	338	662	411
35761	Nontargeting	337	222	258	840	1454	1045
21065	YALI1_E13611g	132	269	496	0	0	1
21304	YALI1_E19371g	339	740	681	177	556	420
32568	YALI1_A19974g	359	361	660	0	0	0
16145	YALI1_D22759g	735	955	1954	127	41	20
12714	YALI1_A17401g	1166	1345	2182	0	0	3
510	YALI1_A09694g	983	775	2060	285	636	444
4640	YALI1_D33941g	336	605	946	0	0	1
30906	YALI1_F17657g	195	276	562	0	0	0
10307	YALI1_C07780g	581	588	1036	941	1423	1112
12368	YALI1_A08623g	182	207	389	0	0	1
11496	YALI1_D07451g	176	519	391	91	111	158
42885	YALI1_F19853g	136	277	400	0	0	0
10048	YALI1_C00739g	404	386	947	1	0	1
37302	YALI1_B15237g	244	527	218	68	84	79
43399	YALI1_F33301g	115	247	290	0	0	1
26405	YALI1_C12686g	606	533	1003	2	1	0
25828	YALI1_B26790g	190	358	571	10	1	0
20989	YALI1_E11497g	211	580	1261	0	0	4
2655	YALI1_C14027g	423	985	1018	1	6	7
43225	YALI1_F28934g	484	499	576	0	0	27
16228	YALI1_D25037g	390	207	726	8	3	25
33331	YALI1_B17292g	228	199	543	0	0	0
43157	YALI1_F27132g	224	349	154	0	0	1
17437	YALI1_E20677g	359	539	1272	1	49	46
3223	YALI1_C30052g	334	229	510	18	13	17
41187	YALI1_E19557g	244	197	71	0	0	2
16161	YALI1_D23224g	272	715	631	0	2	3
8235	YALI1_A06488g	389	265	532	267	372	328
18352	YALI1_F01430g	109	175	221	125	111	119
13294	YALI1_B09316g	228	289	351	1	0	0
45656	YALI1_E32361g	446	811	707	608	731	892
43036	YALI1_F24115g	248	224	601	0	1	4
46589	YALI1_F14712g	417	305	1030	0	0	0
19321	YALI1_F26108g	327	367	782	0	4	10
13560	YALI1_B16808g	244	400	721	0	0	2
1819	YALI1_B20992g	197	580	782	3	13	36
27881	YALI1_D18048g	130	174	395	9	39	18
37889	YALI1_C00422g	857	379	394	959	1451	1215
46301	YALI1_F07756g	132	235	331	126	243	146
8853	YALI1_A21970g	248	539	684	42	130	106
43692	YALI1_D17770g	295	341	378	94	318	188
12966	YALI1_B01084g	564	718	1256	1	0	0
22451	YALI1_F06289g	390	232	685	0	0	2
12346	YALI1_A08047g	689	857	735	14	0	0
40349	YALI1_D34057g	217	605	1118	330	159	82
30185	YALI1_E41057g	442	398	377	0	0	0
44476	YALI1_E03067g	153	203	797	8	1	3
20568	YALI1_E00510g	49	114	84	0	0	0
10790	YALI1_C21241g	193	183	250	0	0	0
43693	YALI1_D17795g	813	1156	1218	1	16	1
114	Nontargeting	306	481	474	979	1588	1586
11175	YALI1_C32667g	960	1432	2441	4	1	2
13383	YALI1_B11960g	126	525	590	3	22	26
28693	YALI1_E04177g	295	86	467	1	0	0
14956	YALI1_C25032g	788	539	1460	2	10	2
2319	YALI1_C04281g	553	582	1003	3	4	0
36678	YALI1_A21477g	181	128	302	0	0	3
37888	YALI1_C00368g	374	185	633	929	1288	1284
38031	YALI1_C04532g	366	710	622	1	0	1
39796	YALI1_D18475g	170	207	278	0	0	0
43759	YALI1_D19775g	392	470	939	160	300	355
1979	YALI1_B25322g	337	283	668	8	39	57
3633	YALI1_D07271g	1001	492	623	3	25	5
19631	YALI1_F34000g	117	338	284	0	4	0
34190	YALI1_C10318g	223	162	255	2	0	0
47548	YALI1_F38614g	664	1299	1474	11	1	7
38205	YALI1_C09380g	533	785	993	61	197	152
14418	YALI1_C09781t	656	1095	2027	1	0	0
36923	YALI1_B05005g	371	483	585	92	77	54
44858	YALI1_E13402g	234	222	171	3	0	0
41995	YALI1_E38677g	208	378	563	8	51	36
30295	YALI1_F02758g	319	20	101	0	0	0
42753	YALI1_F16478g	597	543	701	2	0	0
39977	YALI1_D23622g	389	611	521	0	0	0
44192	YALI1_D31823g	190	319	319	412	534	378
27635	YALI1_D12074g	938	812	1661	1	102	13
28257	YALI1_D28351g	122	17	0	0	0	0
37561	YALI1_B21946g	281	485	898	1	0	1
15741	YALI1_D12271g	97	174	326	12	48	27
24708	YALI1_A19829g	251	175	369	0	0	0
23783	YALI1_F39314g	393	213	260	1	0	0
37074	YALI1_B08851g	599	223	835	435	344	132
43336	YALI1_F31866g	259	361	440	0	0	0
40847	YALI1_E11181g	132	176	233	1	0	0
10363	YALI1_C09606g	223	323	527	0	0	0
15253	YALI1_C33332g	122	160	345	0	2	0
30665	YALI1_F12478g	253	288	618	89	131	147
46829	YALI1_F20381g	246	565	628	1382	1869	856
37721	YALI1_B26596g	587	382	570	0	7	0
6344	YALI1_E40032g	259	89	551	0	0	0
3597	YALI1_D06302g	191	94	326	0	1	0
19875	YALI1_F39923g	453	478	593	1240	1655	1827
35818	Nontargeting	290	401	265	426	1031	1035
25902	YALI1_B28744g	144	121	25	0	2	4
27141	YALI1_C33071g	143	199	516	236	152	135
9048	YALI1_B04497g	159	336	527	0	2	12
10061	YALI1_C01043g	452	778	851	1	0	1
41170	YALI1_E19105g	379	653	463	0	0	0
45393	YALI1_E25932g	218	94	100	1	0	1
38723	YALI1_C24081g	302	385	478	0	0	1
31399	YALI1_F31001g	438	549	777	0	16	8
19471	YALI1_F30116g	217	247	275	163	271	125
20282	YALI1_D28273g	35	52	218	0	0	9
46676	YALI1_F16426g	91	209	225	0	0	0
6818	YALI1_F11330g	395	364	803	1	1	1
12339	YALI1_A07730g	466	534	963	1	0	0
43339	YALI1_F31934g	93	150	55	0	0	0
18811	YALI1_F13384g	612	1163	1428	3	2	2
35558	YALI1_D13788g	213	540	501	22	63	107
42218	YALI1_F03371g	437	229	445	1	1	0
46081	YALI1_F01430g	81	172	119	0	1	2
17753	YALI1_E27976g	922	1073	1601	944	448	377
15468	YALI1_D05398g	222	227	439	21	145	98
39545	YALI1_D12315g	666	1055	973	8	7	0
32172	YALI1_A09798g	74	123	150	0	0	0
36517	YALI1_A17419g	233	474	651	46	127	60
27048	YALI1_C30614g	258	229	716	0	0	4
32061	YALI1_A07051g	240	168	429	6	2	24
4344	YALI1_D25370g	248	489	262	8	9	20
27243	YALI1_D01960g	780	554	1452	545	1214	923
32164	YALI1_A09638g	173	188	241	0	0	0
29796	YALI1_E31646g	155	99	174	0	0	0
11835	YALI1_D15848g	406	559	379	0	17	0
42589	YALI1_F12969g	243	284	585	1	0	0
820	YALI1_A17515g	178	448	416	1	0	3
4852	YALI1_E03185g	429	876	1589	0	0	2
7172	YALI1_F19619g	211	143	450	1	0	0
9457	YALI1_B15310g	113	204	270	52	96	69
22598	YALI1_F10253g	361	275	353	57	262	205
10477	YALI1_C13241g	171	382	417	182	459	276
12432	YALI1_A10199g	952	1027	1973	2	0	2
47059	YALI1_F26399g	455	215	437	4	0	3
34536	YALI1_C19636g	68	180	102	0	0	0
17978	YALI1_E33642g	186	92	84	0	2	0
42374	YALI1_F07756g	363	341	369	0	1	0
41630	YALI1_E29792g	211	153	650	0	0	0
7393	YALI1_F25546g	78	206	179	3	0	0
42554	YALI1_F12089g	184	438	971	45	131	138
22712	YALI1_F12946g	896	1493	3343	0	2	3
24161	YALI1_A06102g	299	432	603	6	50	25
7147	YALI1_F19007g	70	178	231	0	0	1
23615	YALI1_F35476g	1936	2577	3634	5	4	2
9396	YALI1_B13800g	332	137	143	0	0	0
17197	YALI1_E14889g	34	74	266	43	135	84
4656	YALI1_D34270g	322	599	359	0	0	0
22036	YALI1_E36773g	49	128	62	0	0	0
19650	YALI1_F34429g	129	144	307	71	2	61
33094	YALI1_B10757g	237	357	529	3	6	9
38817	YALI1_C26544g	502	423	656	2	18	11
27025	YALI1_C30052g	212	373	299	63	122	36
2735	YALI1_C16133g	196	309	685	0	0	1
26433	YALI1_C13453g	130	154	462	0	0	0
41323	YALI1_E22633g	347	293	397	2	8	17
47101	YALI1_F27692g	637	837	1430	26	77	9
8852	YALI1_A21945g	1123	857	1345	914	878	697
27763	YALI1_D15304g	224	40	77	1	0	0
32643	YALI1_A21711g	45	90	35	0	0	0
31820	YALI1_A01249g	686	720	1007	0	3	1
9023	YALI1_B03761g	350	260	620	40	55	112
32822	YALI1_B03644g	444	899	909	10	290	128
36104	YALI1_A06873g	452	648	899	183	414	313
18565	YALI1_F07573g	1057	1066	2199	0	0	0
11667	YALI1_D11623g	203	86	111	0	2	0
24799	YALI1_A21919g	202	171	318	23	29	38
42127	YALI1_F00472g	104	130	622	0	0	0
19285	YALI1_F25289g	940	989	1282	0	0	11
43784	YALI1_D20618g	146	227	969	0	0	0
35332	YALI1_D08382g	456	555	1030	2092	838	757
956	YALI1_A21021g	332	168	312	0	1	0
23433	YALI1_F31215g	97	115	239	0	0	0
1832	YALI1_B21250g	585	465	1204	3	11	9
46801	YALI1_F19610g	334	522	600	1	0	0
14724	YALI1_C18258g	786	983	1545	2799	2892	2203
15761	YALI1_D12750g	93	195	97	0	0	1
21562	YALI1_E25317g	604	577	354	0	0	0
47117	YALI1_F28015g	404	393	612	4	0	0
37129	YALI1_B10288g	134	172	141	0	0	0
32216	YALI1_A11165g	233	335	790	0	0	0
40736	YALI1_E07744g	312	360	153	0	0	0
6683	YALI1_F07990g	189	253	601	42	8	11
30977	YALI1_F19717g	294	451	942	50	151	111
19870	YALI1_F39789g	177	143	364	11	0	0
26559	YALI1_C16648g	376	744	904	0	0	0
27446	YALI1_D07496g	350	324	352	321	548	594
11417	YALI1_D05320g	197	157	442	44	7	23
16133	YALI1_D22368g	1131	734	1177	3	1	1
10747	YALI1_C19912g	449	508	926	0	0	0
39007	YALI1_C32137g	41	2	61	1	0	0
23290	YALI1_F27395g	497	571	963	1	28	4
11753	YALI1_D13686g	325	313	946	3	35	22
1910	YALI1_B23373g	373	433	797	2	0	0
45938	YALI1_E39193g	203	218	276	49	148	126
47159	YALI1_F29127g	189	220	747	0	0	1
29835	YALI1_E32512g	95	105	248	0	5	0
35715	Nontargeting	586	360	986	1156	1228	964
2458	YALI1_C07948g	393	434	540	174	659	271
9777	YALI1_B23622g	102	57	378	0	0	0
33517	YALI1_B22020g	409	538	816	2	0	0
3698	YALI1_D08946g	170	353	357	0	6	5
17266	YALI1_E16597g	155	157	548	0	0	0
32756	YALI1_B01878g	185	268	714	4	34	27
44821	YALI1_E12295g	400	440	559	4	165	294
43626	YALI1_F38756g	341	415	327	0	75	34
22508	YALI1_F07907g	403	622	1188	4	0	1
37476	YALI1_B19880g	225	379	558	0	0	0
41066	YALI1_E16544g	308	381	793	0	3	1
19039	YALI1_F18766g	288	466	619	12	38	44
32744	YALI1_B01644g	116	227	727	0	0	0
45769	YALI1_E35109g	462	682	758	8	9	14
24221	YALI1_A07349g	780	959	1370	0	0	1
7176	YALI1_F19720g	501	803	813	13	40	23
26463	YALI1_C14183g	103	103	229	14	58	43
41364	YALI1_E23635g	202	386	355	2	0	0
42963	YALI1_F22115g	502	675	1295	31	91	85
42842	YALI1_F18812g	622	235	275	503	949	540
21420	YALI1_E21962g	571	1065	1607	35	57	25
2367	YALI1_C05710g	279	282	888	58	218	134
40569	YALI1_E03535g	486	539	1351	1631	2008	1492
43199	YALI1_F28144g	306	281	638	843	1368	955
22815	YALI1_F15334g	422	307	892	3	2	5
6274	YALI1_E38218g	523	581	686	26	0	3
4970	YALI1_E06056g	232	342	992	0	0	0
26800	YALI1_C23472g	118	96	481	14	18	43
16202	YALI1_D24375g	93	110	167	0	0	0
46756	YALI1_F18239g	210	239	312	0	0	2
39734	YALI1_D16997g	710	99	429	1	0	0
37960	YALI1_C02441g	388	256	407	3	14	13
23763	YALI1_F38998g	853	1169	2040	1	0	0
10753	YALI1_C20023g	268	130	413	0	0	0
22860	YALI1_F16199g	251	1006	848	6	19	22
1665	YALI1_B17008g	665	866	1080	162	443	209
3448	YALI1_D02085g	206	114	389	0	0	1
30960	YALI1_F19192g	711	337	961	0	0	0
14827	YALI1_C20597g	347	163	522	2	0	0
42483	YALI1_F10552g	691	861	1442	66	266	127
24290	YALI1_A09121g	317	378	936	440	476	600
9430	YALI1_B14658g	223	288	437	399	331	525
36172	YALI1_A08672g	407	840	823	4	57	35
9477	YALI1_B15742g	113	273	278	0	12	18
43899	YALI1_D23524g	148	318	529	999	989	1172
22296	YALI1_F02047g	45	99	3	131	145	58
15948	YALI1_D17410g	494	463	734	5	11	20
44413	YALI1_E01614g	449	181	386	1	0	2
16287	YALI1_D26496g	172	78	217	0	0	14
5964	YALI1_E30914g	1148	1191	1712	1	0	4
18026	YALI1_E34842g	363	426	697	0	0	1
12058	YALI1_A01122g	246	159	399	3	0	0
36622	YALI1_A20149g	273	643	738	191	132	120
7645	YALI1_F32120g	457	547	642	1	2	2
33753	YALI1_B28584g	206	290	568	0	1	2
16703	YALI1_E02056g	359	156	62	0	0	2
23523	YALI1_F33273g	189	58	315	0	0	2
25663	YALI1_B22020g	142	219	505	1	0	1
3337	YALI1_C33005g	96	243	333	32	82	71
23364	YALI1_F29317g	117	30	46	0	0	0
17045	YALI1_E11181g	216	214	310	0	0	0
13763	YALI1_B22055g	316	387	664	0	0	0
11328	YALI1_D02661g	286	284	386	0	0	0
14272	YALI1_C05789g	197	117	390	2	0	0
46629	YALI1_F15533g	188	213	477	2	0	0
11574	YALI1_D09356g	212	197	196	0	0	0
29596	YALI1_E26860g	158	183	202	1	1	2
18300	YALI1_E41480g	541	277	827	898	1761	1037
24440	YALI1_A13287g	151	196	487	0	2	0
9895	YALI1_B27144g	382	566	842	1	0	1
7674	YALI1_F32716g	257	176	235	0	0	0
3896	YALI1_D13574g	211	183	335	0	1	1
38418	YALI1_C15532g	931	1259	1137	2637	3463	2294
15218	YALI1_C32517g	1418	1496	2270	4969	5281	4048
9718	YALI1_B22088g	439	331	401	1	0	0
7178	YALI1_F19764g	474	488	969	0	4	1
41851	YALI1_E35329g	500	547	972	0	0	0
221	YALI1_A02813g	751	818	1140	0	0	1
121	YALI1_A00014g	195	106	133	411	304	482
25942	YALI1_B29785g	572	384	725	1	0	0
44840	YALI1_E12793g	606	176	395	225	691	481
36122	YALI1_A07349g	287	198	593	284	1251	452
24914	YALI1_B02149g	263	380	511	155	268	211
43283	YALI1_F30416g	264	591	796	0	51	69
3143	YALI1_C27933g	165	728	629	24	210	258
16781	YALI1_E03918g	110	87	115	0	5	5
21272	YALI1_E18441g	694	840	1111	2	1	3
1963	YALI1_B24901g	393	162	280	6	33	56
3832	YALI1_D12056g	362	335	737	10	0	3
14475	YALI1_C11819g	286	175	508	107	449	373
37026	YALI1_B07652g	504	428	958	0	0	0
46951	YALI1_F23719g	152	491	224	0	0	28
46337	YALI1_F08635g	226	543	1016	0	0	0
27963	YALI1_D20706g	173	434	195	2	4	20
13945	YALI1_B27211g	706	1454	2199	0	45	0
16149	YALI1_D22864g	131	120	124	0	0	0
42050	YALI1_E40097g	277	453	501	17	84	139
34229	YALI1_C11773g	298	191	333	28	38	30
43055	YALI1_F24486g	531	623	1174	0	1	0
47292	YALI1_F32512g	124	263	336	0	0	0
16866	YALI1_E05975g	558	972	1563	1169	1556	1300
11016	YALI1_C28497g	592	765	1143	2	0	11
21016	YALI1_E12211g	865	1057	1360	1522	2900	2403
10011	YALI1_B30146g	263	261	404	2	0	0
12367	YALI1_A08614g	492	406	1035	0	0	1
24677	YALI1_A18847g	390	240	595	22	27	72
45238	YALI1_E22303g	391	596	810	0	0	20
37809	YALI1_B28933g	202	319	344	0	0	4
32121	YALI1_A08546g	343	393	453	1	0	8
46977	YALI1_F24401g	360	757	987	66	158	137
38519	YALI1_C18073g	274	618	642	36	72	54
1313	YALI1_B07366g	220	240	351	0	0	2
839	YALI1_A18062g	96	208	177	1	0	14
45895	YALI1_E38107g	174	416	381	163	499	327
26086	YALI1_C03378g	319	346	233	0	0	1
25509	YALI1_B18265g	381	271	312	27	41	59
21026	YALI1_E12561g	29	17	34	0	5	10
19587	YALI1_F33002g	561	828	1147	18	1	28
818	YALI1_A17486g	206	157	169	0	0	1
3417	YALI1_D01345g	117	309	520	12	123	96
2528	YALI1_C10133g	71	97	169	36	63	73
9946	YALI1_B28454g	318	263	474	0	0	0
39349	YALI1_D07549g	252	353	257	273	715	454
44086	YALI1_D28354g	395	396	397	3	0	0
32892	YALI1_B05454g	184	412	378	2	0	2
38919	YALI1_C29910g	144	243	313	25	259	170
28047	YALI1_D22768g	736	581	1380	17	56	43
42954	YALI1_F21778g	360	361	444	2	0	2
46797	YALI1_F19478g	185	576	479	2	0	2
5063	YALI1_E08575g	435	841	718	0	0	0
17355	YALI1_E18854g	595	506	984	0	0	0
46488	YALI1_F12330g	380	500	810	0	0	2
41287	YALI1_E21779g	359	623	1031	1053	2510	1724
4105	YALI1_D18890g	335	202	397	109	57	37
41085	YALI1_E16968g	466	613	853	59	64	182
33482	YALI1_B21104g	134	80	178	0	0	0
6067	YALI1_E33372g	443	329	777	0	1	8
15206	YALI1_C32156g	270	114	326	0	0	0
10252	YALI1_C06414g	404	231	825	0	0	0
35919	YALI1_A02615g	182	281	709	17	70	59
13723	YALI1_B21042g	189	154	240	0	0	0
830	YALI1_A17724g	175	245	117	0	0	0
5746	YALI1_E25585g	361	229	464	0	1	0
1756	YALI1_B19390g	393	434	781	0	0	0
22216	YALI1_E41206g	236	440	725	0	0	3
6260	YALI1_E37982g	403	823	827	0	0	3
1252	YALI1_B05830g	494	1042	1630	1	64	4
31447	YALI1_F32120g	845	1222	1498	142	250	128
2216	YALI1_C01338g	586	506	594	2410	1497	920
15662	YALI1_D10316g	163	209	396	0	0	1
14146	YALI1_C02152g	203	188	51	0	0	0
16329	YALI1_D27599g	511	596	343	12	18	44
22072	YALI1_E37678g	508	677	707	1	0	2
2592	YALI1_C12282g	207	218	408	118	362	185
31341	YALI1_F29395g	33	80	218	0	0	0
4427	YALI1_D27547g	199	308	142	36	157	92
13124	YALI1_B05072g	1260	1130	2613	6	78	63
46633	YALI1_F15695g	358	645	365	2	0	0
20807	YALI1_E06220g	841	1245	1924	1	3	0
6627	YALI1_F06393g	87	184	274	100	48	58
3971	YALI1_D15557g	233	316	437	0	0	0
1949	YALI1_B24335g	563	898	892	90	358	261
33198	YALI1_B13800g	298	541	432	1	2	0
18654	YALI1_F09802g	342	341	980	1	0	1
17596	YALI1_E24383g	452	395	604	2	0	0
43822	YALI1_D21424g	101	337	670	0	0	0
26193	YALI1_C06222g	301	228	897	278	244	149
25669	YALI1_B22259g	657	357	580	15	123	130
28345	YALI1_D30941g	88	100	121	114	61	88
9973	YALI1_B29266g	283	288	259	1	2	3
6461	YALI1_F01838g	115	152	126	20	48	37
46015	YALI1_E41110g	198	279	365	1	2	0
13660	YALI1_B19485g	212	450	414	0	0	0
10364	YALI1_C09639g	1088	1412	2762	61	143	162
40494	YALI1_E01793g	110	75	254	9	28	17
36383	YALI1_A14259g	597	687	584	210	962	546
38601	YALI1_C20005g	321	299	503	34	188	188
21150	YALI1_E15555g	135	308	776	0	0	2
34211	YALI1_C11100g	249	227	641	0	0	0
13492	YALI1_B15015g	417	422	547	0	0	0
45886	YALI1_E37930g	180	299	134	0	0	2
34219	YALI1_C11441g	875	678	1247	68	18	1
34032	YALI1_C05880g	351	236	479	12	20	24
15589	YALI1_D08693g	183	121	444	2	0	0
22977	YALI1_F19047g	145	43	502	0	0	0
37897	YALI1_C00739g	602	347	303	0	0	2
3486	YALI1_D03091g	77	261	83	10	195	102
36964	YALI1_B06015g	374	460	665	649	1143	898
16075	YALI1_D20985g	583	1236	1374	1000	1948	1465
7088	YALI1_F17383g	175	403	434	65	103	82
8391	YALI1_A10468g	238	286	512	21	24	26
2463	YALI1_C08106g	277	634	405	0	0	0
21497	YALI1_E23824g	258	197	332	1	0	0
31439	YALI1_F31947g	513	598	535	0	22	5
38354	YALI1_C13919g	258	214	701	0	2	4
44198	YALI1_D32013g	416	726	336	1	0	0
15587	YALI1_D08648g	101	109	282	0	0	0
32287	YALI1_A13100g	225	58	196	0	0	3
8370	YALI1_A09798g	334	341	674	0	0	1
19456	YALI1_F29828g	1084	914	1093	5	11	19
18002	YALI1_E34269g	199	165	168	20	35	30
41023	YALI1_E15502g	96	103	311	0	0	0
46990	YALI1_F24615g	193	421	312	70	240	137
36718	YALI1_A22330g	663	268	426	473	1262	496
27448	YALI1_D07549g	65	362	637	141	724	503
26485	YALI1_C14843g	406	317	337	24	85	26
30580	YALI1_F10486g	392	394	427	0	0	4
40589	YALI1_E04033g	357	521	1154	1	0	0
36320	YALI1_A12688g	154	94	174	208	346	189
16512	YALI1_D33207g	195	134	539	5	0	0
6512	YALI1_F03284g	199	73	157	1	0	1
24940	YALI1_B02781g	408	521	810	100	201	175
905	YALI1_A19798g	164	405	651	4	34	30
32006	YALI1_A05869g	295	174	436	0	0	0
23850	Nontargeting	273	431	259	864	1535	1126
18556	YALI1_F07344g	230	199	378	1	0	1
19187	YALI1_F22915g	480	705	992	11	16	24
